NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00S
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!  
Estimated  pre-scale:  3.24  
Final  pre-scale:  3  

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_debuglog_16956729.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_datalog_16956729.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000068ec3
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be1e8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000067dc1
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000066ec1
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000beb19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000065ec0
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bf0e8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006508b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bf9f1
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006418b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bff1e
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006328b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c03b6
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006248c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c0be5
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006158c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c12b6
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000006048a
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c15b9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005f7c2
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c19bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005eaeb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c21b6
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005dded
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c23b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005d0b9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c26bb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005c5bd
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c27bc
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005b6bd
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c28bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005aae7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c2ce8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000059ec3
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c2eea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000059290
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c32b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000058693
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c35bb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000057dc0
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c39bf
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000056ec0
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c39bf
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005608b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c35bb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005558f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c38be
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000054aba
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c3be8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005418a
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c3eeb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005378f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c40b7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000052bb9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c40b7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000052188
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c41b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000005168c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c40b7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000050db9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c44bb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000050287
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c45bc
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004f8c2
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c46bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004eeee
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c47be
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004e5be
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c46bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004dceb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4ae8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004d2ba
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4cea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004c9c0
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4eec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004c0b7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4eec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004b7bd
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4deb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004aeea
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c50b8
