NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00A?R
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!   
Estimated  pre-scale:  3.24   
Final  pre-scale:  3   

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_debuglog_17031478.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_datalog_17031478.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002a6b9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002a1b4
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000029ec0
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000029cbe
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be9f0
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000029994
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be8ef
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000029691
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bea18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000029691
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bea18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002948f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be8ef
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002928d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000beb19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002908b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bec1a
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000028dbe
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000beb19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000028bbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000beb19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000028993
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bea18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002858f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002838d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bea18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002818b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000027fbf
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000027bbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000027891
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000027790
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002748d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002728b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be9f0
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002718a
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bea18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000026fbe
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bec1a
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000026ebd
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000beb19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000026dbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be8ef
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000026991
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002668e
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002638b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be5ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000026088
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025ebc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025ebc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be5ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025dbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025bb9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be8ef
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025990
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002558c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002548b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000025087
